Country or Area,Year,Area,Sex,City,City type,Record Type,Reliability,Source Year,Value,Value Footnotes
United States of America,2005,Total,Both Sexes,Minneapolis (MN),City proper,Estimate - de jure,"Final figure, complete",2005,372811,"215,216"
United States of America,2005,Total,Both Sexes,Miramar (FL),City proper,Estimate - de jure,"Final figure, complete",2005,106623,"215,216"
United States of America,2005,Total,Both Sexes,Mobile (AL),City proper,Estimate - de jure,"Final figure, complete",2005,191544,"215,216"
United States of America,2005,Total,Both Sexes,Modesto (CA),City proper,Estimate - de jure,"Final figure, complete",2005,207011,"215,216"
United States of America,2005,Total,Both Sexes,Montgomery (AL),City proper,Estimate - de jure,"Final figure, complete",2005,200127,"215,216"
United States of America,2005,Total,Both Sexes,Moreno Valley (CA),City proper,Estimate - de jure,"Final figure, complete",2005,178367,"215,216"
United States of America,2005,Total,Both Sexes,Naperville (IL),City proper,Estimate - de jure,"Final figure, complete",2005,141579,"215,216"
United States of America,2005,Total,Both Sexes,Nashville-Davidson (TN),City proper,Estimate - de jure,"Final figure, complete",2005,549110,"215,216"
United States of America,2005,Total,Both Sexes,New Haven (CT),City proper,Estimate - de jure,"Final figure, complete",2005,124791,"215,216"
United States of America,2005,Total,Both Sexes,New Orleans (LA),City proper,Estimate - de jure,"Final figure, complete",2005,454863,"215,216"
United States of America,2005,Total,Both Sexes,New York (NY),City proper,Estimate - de jure,"Final figure, complete",2005,8143197,"215,216"
United States of America,2005,Total,Both Sexes,Newark (NJ),City proper,Estimate - de jure,"Final figure, complete",2005,280666,"215,216"
United States of America,2005,Total,Both Sexes,Newport News (VA),City proper,Estimate - de jure,"Final figure, complete",2005,179899,"215,216"
United States of America,2005,Total,Both Sexes,Norfolk (VA),City proper,Estimate - de jure,"Final figure, complete",2005,231954,"215,216"
United States of America,2005,Total,Both Sexes,Norman (OK),City proper,Estimate - de jure,"Final figure, complete",2005,101719,"215,216"
United States of America,2005,Total,Both Sexes,North Las Vegas (NV),City proper,Estimate - de jure,"Final figure, complete",2005,176635,"215,216"
United States of America,2005,Total,Both Sexes,Norwalk (CA),City proper,Estimate - de jure,"Final figure, complete",2005,105834,"215,216"
United States of America,2005,Total,Both Sexes,Oakland (CA),City proper,Estimate - de jure,"Final figure, complete",2005,395274,"215,216"
United States of America,2005,Total,Both Sexes,Oceanside (CA),City proper,Estimate - de jure,"Final figure, complete",2005,166108,"215,216"
United States of America,2005,Total,Both Sexes,Oklahoma City (OK),City proper,Estimate - de jure,"Final figure, complete",2005,531324,"215,216"
United States of America,2005,Total,Both Sexes,Olathe (KS),City proper,Estimate - de jure,"Final figure, complete",2005,111334,"215,216"
United States of America,2005,Total,Both Sexes,Omaha (NE),City proper,Estimate - de jure,"Final figure, complete",2005,414521,"215,216"
United States of America,2005,Total,Both Sexes,Ontario (CA),City proper,Estimate - de jure,"Final figure, complete",2005,172679,"215,216"
United States of America,2005,Total,Both Sexes,Orange (CA),City proper,Estimate - de jure,"Final figure, complete",2005,134950,"215,216"
United States of America,2005,Total,Both Sexes,Orlando (FL),City proper,Estimate - de jure,"Final figure, complete",2005,213223,"215,216"
United States of America,2005,Total,Both Sexes,Overland Park (KS),City proper,Estimate - de jure,"Final figure, complete",2005,164811,"215,216"
United States of America,2005,Total,Both Sexes,Oxnard (CA),City proper,Estimate - de jure,"Final figure, complete",2005,183628,"215,216"
United States of America,2005,Total,Both Sexes,Palmdale (CA),City proper,Estimate - de jure,"Final figure, complete",2005,134570,"215,216"
United States of America,2005,Total,Both Sexes,Pasadena (CA),City proper,Estimate - de jure,"Final figure, complete",2005,143731,"215,216"
United States of America,2005,Total,Both Sexes,Pasadena (TX),City proper,Estimate - de jure,"Final figure, complete",2005,143852,"215,216"
United States of America,2005,Total,Both Sexes,Paterson (NJ),City proper,Estimate - de jure,"Final figure, complete",2005,149843,"215,216"
United States of America,2005,Total,Both Sexes,Pembroke Pines (FL),City proper,Estimate - de jure,"Final figure, complete",2005,150380,"215,216"
United States of America,2005,Total,Both Sexes,Peoria (AZ),City proper,Estimate - de jure,"Final figure, complete",2005,138200,"215,216"
United States of America,2005,Total,Both Sexes,Peoria (IL),City proper,Estimate - de jure,"Final figure, complete",2005,112685,"215,216"
United States of America,2005,Total,Both Sexes,Philadelphia (PA),City proper,Estimate - de jure,"Final figure, complete",2005,1463281,"215,216"
United States of America,2005,Total,Both Sexes,Phoenix (AZ),City proper,Estimate - de jure,"Final figure, complete",2005,1461575,"215,216"
United States of America,2005,Total,Both Sexes,Pittsburgh (PA),City proper,Estimate - de jure,"Final figure, complete",2005,316718,"215,216"
United States of America,2005,Total,Both Sexes,Plano (TX),City proper,Estimate - de jure,"Final figure, complete",2005,250096,"215,216"
United States of America,2005,Total,Both Sexes,Pomona (CA),City proper,Estimate - de jure,"Final figure, complete",2005,153787,"215,216"
United States of America,2005,Total,Both Sexes,Pompano Beach (FL),City proper,Estimate - de jure,"Final figure, complete",2005,104179,"215,216"
United States of America,2005,Total,Both Sexes,Port St. Lucie (FL),City proper,Estimate - de jure,"Final figure, complete",2005,131692,"215,216"
United States of America,2005,Total,Both Sexes,Portland (OR),City proper,Estimate - de jure,"Final figure, complete",2005,533427,"215,216"
United States of America,2005,Total,Both Sexes,Portsmouth (VA),City proper,Estimate - de jure,"Final figure, complete",2005,100169,"215,216"
United States of America,2005,Total,Both Sexes,Providence (RI),City proper,Estimate - de jure,"Final figure, complete",2005,176862,"215,216"
United States of America,2005,Total,Both Sexes,Provo (UT),City proper,Estimate - de jure,"Final figure, complete",2005,113459,"215,216"
United States of America,2005,Total,Both Sexes,Pueblo (CO),City proper,Estimate - de jure,"Final figure, complete",2005,103495,"215,216"
United States of America,2005,Total,Both Sexes,Raleigh (NC),City proper,Estimate - de jure,"Final figure, complete",2005,341530,"215,216"
United States of America,2005,Total,Both Sexes,Rancho Cucamonga (CA),City proper,Estimate - de jure,"Final figure, complete",2005,169353,"215,216"
United States of America,2005,Total,Both Sexes,Reno (NV),City proper,Estimate - de jure,"Final figure, complete",2005,203550,"215,216"
United States of America,2005,Total,Both Sexes,Richmond (CA),City proper,Estimate - de jure,"Final figure, complete",2005,102186,"215,216"
United States of America,2005,Total,Both Sexes,Richmond (VA),City proper,Estimate - de jure,"Final figure, complete",2005,193777,"215,216"
United States of America,2005,Total,Both Sexes,Riverside (CA),City proper,Estimate - de jure,"Final figure, complete",2005,290086,"215,216"
United States of America,2005,Total,Both Sexes,Rochester (NY),City proper,Estimate - de jure,"Final figure, complete",2005,211091,"215,216"
United States of America,2005,Total,Both Sexes,Rockford (IL),City proper,Estimate - de jure,"Final figure, complete",2005,152916,"215,216"
United States of America,2005,Total,Both Sexes,Roseville (CA),City proper,Estimate - de jure,"Final figure, complete",2005,105940,"215,216"
United States of America,2005,Total,Both Sexes,Sacramento (CA),City proper,Estimate - de jure,"Final figure, complete",2005,456441,"215,216"
United States of America,2005,Total,Both Sexes,Salem (OR),City proper,Estimate - de jure,"Final figure, complete",2005,148751,"215,216"
United States of America,2005,Total,Both Sexes,Salinas (CA),City proper,Estimate - de jure,"Final figure, complete",2005,146431,"215,216"
United States of America,2005,Total,Both Sexes,Salt Lake City (UT),City proper,Estimate - de jure,"Final figure, complete",2005,178097,"215,216"
United States of America,2005,Total,Both Sexes,San Antonio (TX),City proper,Estimate - de jure,"Final figure, complete",2005,1256509,"215,216"
United States of America,2005,Total,Both Sexes,San Bernardino (CA),City proper,Estimate - de jure,"Final figure, complete",2005,198550,"215,216"
United States of America,2005,Total,Both Sexes,San Buenaventura (CA),City proper,Estimate - de jure,"Final figure, complete",2005,104017,"215,216"
United States of America,2005,Total,Both Sexes,San Diego (CA),City proper,Estimate - de jure,"Final figure, complete",2005,1255540,"215,216"
United States of America,2005,Total,Both Sexes,San Francisco (CA),City proper,Estimate - de jure,"Final figure, complete",2005,739426,"215,216"
United States of America,2005,Total,Both Sexes,San Jose (CA),City proper,Estimate - de jure,"Final figure, complete",2005,912332,"215,216"
United States of America,2005,Total,Both Sexes,Santa Ana (CA),City proper,Estimate - de jure,"Final figure, complete",2005,340368,"215,216"
United States of America,2005,Total,Both Sexes,Santa Clara (CA),City proper,Estimate - de jure,"Final figure, complete",2005,105402,"215,216"
United States of America,2005,Total,Both Sexes,Santa Clarita (CA),City proper,Estimate - de jure,"Final figure, complete",2005,168253,"215,216"
United States of America,2005,Total,Both Sexes,Santa Rosa (CA),City proper,Estimate - de jure,"Final figure, complete",2005,153158,"215,216"
United States of America,2005,Total,Both Sexes,Savannah (GA),City proper,Estimate - de jure,"Final figure, complete",2005,128453,"215,216"
United States of America,2005,Total,Both Sexes,Scottsdale (AZ),City proper,Estimate - de jure,"Final figure, complete",2005,226013,"215,216"
United States of America,2005,Total,Both Sexes,Seattle (WA),City proper,Estimate - de jure,"Final figure, complete",2005,573911,"215,216"
United States of America,2005,Total,Both Sexes,Shreveport (LA),City proper,Estimate - de jure,"Final figure, complete",2005,198874,"215,216"
United States of America,2005,Total,Both Sexes,Simi Valley (CA),City proper,Estimate - de jure,"Final figure, complete",2005,118687,"215,216"
United States of America,2005,Total,Both Sexes,Sioux Falls (SD),City proper,Estimate - de jure,"Final figure, complete",2005,139517,"215,216"
United States of America,2005,Total,Both Sexes,South Bend (IN),City proper,Estimate - de jure,"Final figure, complete",2005,105262,"215,216"
United States of America,2005,Total,Both Sexes,Spokane (WA),City proper,Estimate - de jure,"Final figure, complete",2005,196818,"215,216"
United States of America,2005,Total,Both Sexes,Springfield (IL),City proper,Estimate - de jure,"Final figure, complete",2005,115668,"215,216"
United States of America,2005,Total,Both Sexes,Springfield (MA),City proper,Estimate - de jure,"Final figure, complete",2005,151732,"215,216"
United States of America,2005,Total,Both Sexes,Springfield (MO),City proper,Estimate - de jure,"Final figure, complete",2005,150298,"215,216"
United States of America,2005,Total,Both Sexes,St. Louis (MO),City proper,Estimate - de jure,"Final figure, complete",2005,344362,"215,216"
United States of America,2005,Total,Both Sexes,St. Paul (MN),City proper,Estimate - de jure,"Final figure, complete",2005,275150,"215,216"
United States of America,2005,Total,Both Sexes,St. Petersburg (FL),City proper,Estimate - de jure,"Final figure, complete",2005,249079,"215,216"
United States of America,2005,Total,Both Sexes,Stamford (CT),City proper,Estimate - de jure,"Final figure, complete",2005,120045,"215,216"
United States of America,2005,Total,Both Sexes,Sterling Heights (MI),City proper,Estimate - de jure,"Final figure, complete",2005,128034,"215,216"
United States of America,2005,Total,Both Sexes,Stockton (CA),City proper,Estimate - de jure,"Final figure, complete",2005,286926,"215,216"
United States of America,2005,Total,Both Sexes,Sunnyvale (CA),City proper,Estimate - de jure,"Final figure, complete",2005,128902,"215,216"
United States of America,2005,Total,Both Sexes,Syracuse (NY),City proper,Estimate - de jure,"Final figure, complete",2005,141683,"215,216"
United States of America,2005,Total,Both Sexes,Tacoma (WA),City proper,Estimate - de jure,"Final figure, complete",2005,195898,"215,216"
United States of America,2005,Total,Both Sexes,Tallahassee (FL),City proper,Estimate - de jure,"Final figure, complete",2005,158500,"215,216"
United States of America,2005,Total,Both Sexes,Tampa (FL),City proper,Estimate - de jure,"Final figure, complete",2005,325989,"215,216"
United States of America,2005,Total,Both Sexes,Tempe (AZ),City proper,Estimate - de jure,"Final figure, complete",2005,161143,"215,216"
United States of America,2005,Total,Both Sexes,Thornton (CO),City proper,Estimate - de jure,"Final figure, complete",2005,105182,"215,216"
United States of America,2005,Total,Both Sexes,Thousand Oaks (CA),City proper,Estimate - de jure,"Final figure, complete",2005,124359,"215,216"
